1	2	3
13798.4	6816.8	5799.5
33359.3	13804.3	15828.0
16360.6	7742.5	6995.0
62559.5	26568.3	27759.4
52884.5	22108.2	24509.7
56295.7	24211.5	24809.5
14789.6	6969.6	6518.6
8592.8	3095.9	4361.1
34712.6	15942.8	14298.3
99831.3	44002.7	43661.0
69295.9	30588.6	29849.0
17119.1	7777.5	7448.2
44618.7	21042.9	18191.6
29972.9	13688.4	13702.7
30173.2	13398.2	12356.7
93373.0	43541.0	40130.9
56944.3	24843.5	25814.1
109399.9	47515.6	49206.9
29633.1	13431.3	12196.1
62763.6	26938.4	28417.1
47846.3	20886.3	22169.0
6213.7	2859.1	2476.9
139257.2	60633.0	63133.1
98051.8	42686.6	42982.4
132315.0	58811.8	58059.3
12317.8	5212.8	5233.7
30952.3	13771.6	13845.1
32480.5	14013.4	14232.9
8644.8	3655.9	3949.1
179571.6	81588.7	77563.6
144235.2	64021.5	62705.7
28701.5	12000.9	13333.2
8304.4	3692.8	3761.4
11560.9	5065.3	4680.5
15681.0	7594.3	6649.4
15106.9	6686.6	6127.1
48595.5	20511.1	22039.4
37293.9	16833.9	16224.1
25950.9	11035.8	11963.2
44751.8	20370.6	19749.7
10832.1	4413.5	4676.9
49691.2	22220.7	22063.5
6063.8	2210.7	3092.6
5482.8	2745.2	2210.9
42979.3	18863.1	19525.5
22859.9	11022.9	9562.5
68024.1	30365.0	29701.5
48017.3	19611.4	22904.0
97707.3	44073.3	42365.8
153602.8	66722.5	68660.2
133097.4	58901.2	58050.1
18554.8	8660.7	7614.7
116347.0	49265.2	52050.8
49946.3	21392.2	21705.5
10275.9	4530.3	4195.5
236316.3	102030.9	104975.0
69541.1	29673.6	30588.5
29073.2	12124.5	13008.7
13016.8	5585.9	5858.9
9800.0	4001.7	4373.3
31555.2	13007.5	14368.7
64636.8	29172.7	27830.8
34864.7	14746.1	15664.6
8874.7	3502.6	3956.6
5220.7	2203.9	2363.9
14242.1	6579.0	6338.2
10177.3	4158.3	4155.7
38334.5	17921.7	15817.6
107923.0	50736.9	44424.3
8139.5	3729.0	3121.2
72920.1	31903.3	31994.0
116935.1	52614.1	50984.7
102336.0	44169.5	44594.1
20919.3	9137.4	9682.5
35006.9	15349.5	15678.1
55683.5	23851.8	24773.7
29083.1	12594.2	12879.8
77704.2	32501.0	35964.6
50742.7	22279.0	22614.4
60553.9	25407.1	27721.4
89121.7	39021.8	38913.9
13623.6	6231.4	5805.9
59964.2	26894.7	26627.2
15151.9	7191.7	5850.8
13920.1	6800.6	5446.8
26125.8	10845.7	11977.5
5733.5	2619.9	2134.6
6558.7	2745.4	2995.2
15728.7	7204.0	6907.2
79627.1	34062.3	36034.2
29270.7	13072.7	12619.5
38792.9	17204.2	16278.8
9427.5	3505.7	4308.3
28270.3	13871.4	11312.1
14604.1	6790.3	6549.5
19387.1	7402.4	9110.6
101390.8	45379.6	44313.8
7742.8	3397.8	3348.3
77352.5	33392.6	35125.1
30706.2	13870.0	12844.9
118757.4	53814.1	51310.3
35349.3	16046.1	14651.2
16107.0	6699.3	6746.0
73011.8	32624.7	32182.5
9441.6	4182.0	3879.1
81077.9	36390.3	33417.7
79489.5	34279.2	36302.3
21582.8	9402.7	9298.6
125036.9	56587.6	52793.3
43143.2	18657.2	19652.7
44939.4	19988.3	19337.6
63452.6	27046.8	29117.3
52407.8	22974.6	23109.8
33888.4	15928.9	14806.8
27623.3	12893.7	11937.7
78757.9	37207.1	33344.3
15725.6	7227.5	6257.4
86253.6	37203.4	38028.6
72164.1	32572.3	31361.5
266761.7	116412.6	119016.5
21760.5	9199.3	9568.6
117619.1	51681.7	51035.8
32522.1	14987.6	13464.4
72551.4	33650.8	31553.2
40875.1	17472.3	17576.1
148584.6	65310.0	66111.7
5107.2	2442.1	1888.7
47022.8	20625.8	21106.6
80410.0	35308.4	35155.0
27863.7	11603.8	12254.9
7911.8	3487.1	3441.2
34541.0	15684.1	15304.5
85803.4	36266.1	38800.8
15011.2	5768.2	7319.1
84095.5	39129.9	34995.9
15619.0	7503.5	6952.0
6751.3	2981.2	3153.5
27130.5	11076.0	12391.2
23588.8	10555.2	10205.6
195999.3	84874.5	88158.1
138064.1	61056.7	61043.6
31479.8	13945.3	14049.8
30853.2	12966.3	14023.4
41687.0	17074.8	19231.0
37283.5	17428.1	15914.0
18298.8	8891.5	7380.8
22314.4	10538.6	9360.0
11920.1	5237.7	5057.1
42230.0	18345.2	19399.8
102356.5	43091.4	47035.9
63571.7	28204.8	26474.1
56998.5	24480.4	26066.6
64317.6	28781.5	27958.8
5378.4	1983.6	2790.6
6296.4	2571.3	3101.4
16362.2	8115.2	6389.0
146361.8	63399.0	65178.6
59643.8	26480.7	25878.6
25502.1	11542.8	10868.1
12166.9	5917.1	4912.8
44275.9	18022.1	20144.3
38388.0	17077.7	17387.8
187374.0	85922.2	78369.4
11331.0	4497.8	5638.5
94186.6	39831.4	43045.8
85068.8	38155.0	36749.8
13426.7	6161.0	5994.5
99348.0	43032.2	43356.0
92951.4	41989.6	39321.3
57152.6	24919.0	24576.7
155556.8	67534.0	68556.1
5919.6	2313.2	2711.4
19609.3	9205.4	8420.8
89263.3	38673.6	40116.9
62180.1	28109.8	26281.0
65110.7	28772.9	28511.6
137790.4	59111.6	62455.2
27034.6	12028.3	11843.8
69837.4	29353.1	31738.8
61342.2	27598.8	26316.4
54649.0	22847.7	25595.8
41167.8	18627.0	18563.1
35935.1	16107.8	15677.1
29290.4	12474.5	13392.1
9317.0	4069.0	3725.5
120285.9	53084.1	54337.4
29384.8	12415.3	13428.9
17246.9	8322.3	7518.6
47579.2	22331.5	20185.0
28347.1	13053.9	12279.7
161320.0	69741.6	72088.6
40741.9	18139.1	17688.2
33626.7	13611.7	15330.8
13963.1	6187.0	5912.4
21294.1	9607.8	9283.4
61422.6	25768.8	29198.0
80675.9	34169.3	36677.0
17803.2	8605.2	7783.2
55146.6	24967.5	23001.9
5974.2	3089.3	2299.0
27585.6	12513.1	11943.4
27016.4	11822.7	11911.1
93219.9	42711.2	39616.2
95048.7	42729.9	40261.5
29413.7	12813.3	13077.0
121998.6	53269.8	53410.6
163149.8	71671.4	71906.8
21093.5	10038.5	8921.4
105356.4	44389.1	49235.6
13478.7	5151.1	5756.9
31615.2	13897.1	13824.1
52602.0	23980.7	22753.2
32058.6	14616.5	13664.8
92140.0	39790.9	41988.6
48962.2	21390.7	21948.9
109553.3	48718.1	47856.7
11287.7	5312.8	4319.4
81623.2	35021.2	36893.4
6676.6	2767.8	3276.7
120159.2	52544.0	54052.1
71491.2	31411.7	31567.1
42277.2	18386.9	17825.6
23411.9	9842.3	10885.0
231435.5	98917.7	104513.4
48588.0	21344.8	20747.0
64546.0	27818.7	28815.7
65422.5	27827.3	30308.6
8859.1	4272.3	3930.9
5523.9	2233.7	1964.1
6644.3	2956.3	2714.6
77114.9	32558.0	33982.9
22246.5	8890.3	9951.8
16755.5	6525.3	7957.1
114587.2	51938.9	48964.9
15432.9	6665.5	6961.8
46529.8	21104.1	20255.0
59782.8	26456.1	26315.9
19323.5	8117.7	8871.0
6054.1	2638.0	2881.5
60737.6	27617.3	24934.2
27623.5	12163.5	12420.2
142798.3	62738.3	62995.3
88248.8	39398.7	38242.2
34882.3	15786.7	14798.8
11576.8	5440.4	5174.5
156620.4	70635.5	67599.9
9105.5	4244.6	3932.6
31677.0	14442.9	13213.4
16329.1	7129.5	7192.9
62583.9	26188.7	28250.5
181807.3	79671.8	78385.2
25861.3	12643.0	10625.7
9340.9	4752.4	3825.0
5126.1	2219.9	2402.3
106941.2	45289.8	47859.4
6197.5	2929.5	2665.0
33508.4	14197.3	15963.1
22049.0	10384.6	9341.8
30239.6	13766.5	12355.2
138839.1	62484.7	59158.4
16182.0	6734.1	7702.4
22859.5	10105.7	10737.8
56620.7	25883.7	23926.2
44688.8	18325.8	20525.2
18001.8	7587.7	8134.4
17687.1	8292.3	7358.0
84149.2	38901.7	34995.9
27002.6	11219.3	12433.4
74824.7	34074.3	32971.1
63456.4	28235.9	27953.7
30082.0	13979.8	13298.1
42402.1	19575.2	17194.7
85090.3	36649.4	37279.0
239951.3	106292.7	105278.8
11846.0	5661.5	5200.6
15708.7	6659.0	6959.1
21411.1	9054.0	9715.6
22787.3	10061.7	9156.5
45291.8	19503.6	20909.1
86502.7	37692.6	38297.0
22836.0	9253.4	10954.1
33277.9	13366.9	15267.1
52022.0	22636.5	22959.8
5996.5	2869.4	2294.8
44239.1	20671.1	18563.9
17156.5	7330.0	7728.1
14444.1	6701.3	6357.1
95478.4	40816.8	42893.0
17128.1	7411.9	7801.1
151004.5	66238.7	66553.7
47585.3	21119.5	21139.1
61143.9	28087.4	27179.9
138173.9	60314.1	61206.2
91796.7	40232.9	40350.1
28612.9	12704.3	12664.2
63579.4	29437.5	27183.9
4797.6	2517.3	2056.1
109441.2	47005.5	48228.5
16101.4	6858.9	7204.4
28178.4	11877.0	12712.1
24339.2	10172.9	10846.8
22873.5	9931.8	9839.2
41857.9	18530.2	19194.7
140016.3	61891.2	61964.4
5591.9	2241.8	2665.8
13236.5	5884.8	6391.4
6486.5	2819.6	2950.6
28488.3	11839.9	11666.2
67346.1	31471.0	27514.9
38655.8	17119.9	17048.5
14511.9	6278.2	6082.5
62831.8	27639.1	25842.1
8839.1	3715.2	3708.1
52734.6	22796.6	23707.4
38320.5	16262.2	16721.1
38223.6	16359.3	16266.8
65609.8	29177.5	27344.3
192459.9	86644.1	82243.3
13118.5	6080.3	5761.8
153293.0	68732.4	66958.1
59864.1	25206.5	27129.3
10266.3	3785.2	5231.6
21004.1	9051.9	8915.6
31477.6	14060.2	14120.2
12348.0	5952.8	4925.5
28513.4	12922.2	11984.5
46674.9	20067.7	20831.9
26647.1	11978.5	11866.3
64894.0	27284.4	28871.3
106938.4	48035.9	47438.7
76859.3	33196.9	34412.5
25292.7	11228.9	11450.7
33237.8	13903.4	15283.3
37419.1	16392.0	17139.5
7061.8	3630.5	2702.0
25808.7	12217.5	10720.2
101137.2	44225.0	44909.7
93400.8	42873.4	38678.2
7063.8	2976.4	3153.0
27725.3	12026.4	12725.8
349513.3	152581.4	153917.5
33920.1	14588.6	15581.0
41983.6	18031.4	18852.5
55164.2	23475.2	24422.4
52609.4	22430.7	23602.6
33901.7	15775.0	14364.9
25945.5	11861.2	10826.7
7337.1	3275.6	3564.2
8960.6	3922.7	4159.7
37875.3	17384.4	16627.2
10319.6	5113.8	3944.2
37387.0	16562.1	16785.5
10154.7	4212.8	4704.3
18691.3	9219.2	7578.3
115374.1	51531.0	51642.6
34773.0	16883.7	14125.3
23948.0	10928.2	9732.7
54969.0	24162.6	23903.3
46590.1	21607.4	18481.2
35259.1	15689.5	15488.8
84844.1	37907.2	35856.9
57138.5	26948.9	22897.3
52143.2	23325.0	23524.3
67588.7	28468.2	30370.1
153374.6	67038.0	67260.7
16324.1	6927.4	7553.7
107140.8	46985.6	48135.9
25928.5	12148.2	10615.5
82562.0	35514.7	36699.0
30572.4	13729.5	12820.3
100043.6	43182.0	45034.8
22179.5	10403.7	9036.0
173109.4	75830.4	75606.5
27128.5	11903.5	12294.1
38221.1	17529.8	15993.0
114208.8	48833.3	50504.0
12961.1	5549.0	5739.3
80667.7	33847.1	37676.3
87849.7	39058.8	38476.6
25421.2	12218.1	10042.5
34987.2	16380.0	14958.8
24682.3	9923.4	12137.8
24613.2	10655.6	11233.3
98360.8	43493.1	42261.1
68182.1	29692.1	31401.2
84823.4	37357.4	37361.9
60530.1	27428.2	26844.3
40999.8	17512.5	18599.4
31542.0	13963.4	13580.5
55717.0	24497.8	24127.7
21297.5	9044.5	9653.2
72094.1	31025.7	32129.4
30899.8	12847.0	14815.6
51653.5	22825.5	22939.3
124439.0	55394.0	54137.0
91062.8	40790.1	38443.3
99699.9	43468.8	42947.2
27057.3	11750.8	11622.2
53641.5	24480.3	22076.5
152293.4	65335.9	67688.7
71272.3	31534.1	32523.7
55754.7	25709.8	23245.9
9036.2	3900.9	4026.3
27914.2	12185.0	11891.9
13547.1	6362.6	5998.2
103463.0	44908.8	44885.1
123718.0	55772.9	52424.2
76320.1	32748.0	33558.6
10177.6	4063.9	5023.5
136329.7	58527.7	60921.7
17134.3	7464.6	8371.2
53053.6	23215.0	22239.9
51502.8	22402.8	22999.8
47670.3	21270.2	20385.8
37164.7	16716.9	15012.6
24278.3	10369.6	9844.2
56913.2	26271.3	23696.8
61593.2	27390.6	27086.0
48067.7	20706.6	20980.4
215700.7	94949.0	95294.0
6588.0	3197.4	2346.5
8832.3	4272.5	3609.6
83879.1	36033.8	37791.5
88489.2	38520.9	39322.2
16046.9	6042.8	8374.6
20668.8	8128.9	10139.2
115944.0	51445.1	51032.7
54873.7	24134.5	24591.7
7911.9	3080.5	3869.2
64007.2	27914.7	28801.1
20097.9	9187.2	8678.3
16252.7	7075.4	6646.5
181337.3	80279.6	80477.6
11166.2	5286.6	5072.8
18478.6	8665.9	7770.7
131451.4	59874.4	56649.6
69080.2	30298.9	30830.5
46133.7	20883.5	19685.0
131048.1	57448.7	57365.2
76253.3	33108.7	32817.7
21187.7	8529.9	10374.0
25023.9	11068.9	11415.3
36766.0	15465.8	16924.2
24634.8	10914.9	10494.0
13060.4	5125.8	6251.5
20821.5	9037.0	8964.8
39051.7	16999.0	16678.8
44332.3	19337.0	19916.2
5686.3	2082.8	2931.0
23729.0	11006.1	10041.1
100176.2	44126.6	44448.5
6644.6	2894.0	2851.4
27728.0	13094.3	11437.4
77159.6	32536.5	33619.5
48891.3	21068.4	22806.8
14816.3	6689.5	5851.9
45944.6	20750.3	19779.6
110662.8	50883.8	45129.0
74347.6	32125.9	33252.5
85901.9	36743.4	39525.3
145951.3	62303.2	64374.1
37402.8	16540.7	16441.8
36988.9	18089.6	14929.6
7050.5	3323.1	2613.1
25609.9	11747.4	11673.4
27394.7	11516.5	12910.4
5172.2	1612.5	2953.7
172011.8	75295.6	76110.1
21028.8	8948.9	9639.5
24519.1	10301.7	10827.5
16921.1	7396.1	7094.1
22856.0	9413.7	9963.7
6258.6	2713.2	2372.5
35523.1	16144.7	15744.1
34938.3	15708.4	14637.3
81107.0	34170.0	37235.1
58755.0	26204.2	25398.2
10720.6	4318.8	4775.9
20480.7	9669.2	8648.3
81036.8	35208.5	36312.6
57365.7	26238.6	24557.4
11616.8	4918.5	5136.6
89215.3	39397.4	39027.3
46394.2	19126.6	21508.6
23758.9	10251.8	10758.5
7693.8	3713.1	2876.6
19180.2	8109.9	8225.3
10664.4	4667.0	4646.5
14203.8	6614.6	6483.2
50985.4	22672.3	22620.3
104369.5	44947.6	47876.1
35840.8	16069.9	14639.4
6073.0	2597.1	2694.9
39615.5	18590.5	17099.5
38576.8	17903.3	16326.9
19552.6	8267.1	8673.0
10722.5	4329.1	5057.8
28744.5	12990.8	12363.4
11328.9	5244.9	5281.2
67016.3	29193.1	30164.4
79723.1	35390.3	33982.8
10399.2	4701.4	4146.1
86569.6	39890.1	36357.1
18747.8	8249.0	8383.4
46535.8	18911.4	21051.4
37286.8	17036.4	16158.4
14946.5	6488.8	6889.1
19410.5	8594.9	8173.4
37944.5	17173.8	16880.9
5626.9	2675.7	2511.3
39056.7	16740.4	17896.7
129051.2	56895.6	57358.0
86696.9	38366.3	37809.4
54300.4	23074.4	25379.4
66366.6	29413.0	28890.8
87677.4	40729.3	36704.0
38931.9	17138.5	17596.5
171834.0	74555.3	76734.3
23560.9	9982.2	10715.1
73407.9	31377.6	32848.9
157986.3	70283.6	68122.1
71150.4	32558.8	29914.3
90686.1	39082.4	39052.9
36071.3	15952.6	16006.0
12755.6	5872.8	5870.8
171085.8	74245.0	75883.1
41259.5	17653.6	19549.0
44436.6	19719.4	19704.3
23859.9	10146.3	10522.9
26562.0	11181.3	11337.0
100771.3	44468.7	43663.7
5281.0	2743.1	2265.5
7660.0	3310.3	3341.7
17202.6	7986.0	7098.9
32878.7	14251.6	15154.8
16328.0	7515.2	6616.8
103455.7	47028.6	45131.0
22623.8	10249.5	9753.6
195905.6	87088.2	85657.1
29437.7	13499.6	13208.8
88548.9	38555.2	39505.4
29102.3	13024.5	12631.6
37804.1	16230.0	17347.4
62577.0	26231.8	28867.9
4958.7	2438.5	2177.4
19528.1	8936.7	8928.4
83297.6	36543.7	37660.5
73696.4	31601.6	32601.9
34439.7	15459.2	14826.5
17137.2	7256.3	7602.8
23603.9	9375.6	10734.3
135140.8	60782.6	59763.1
102804.8	45205.1	45831.1
103734.3	46542.2	44213.2
92919.8	42105.9	40025.8
54493.5	23536.7	23789.7
211627.7	89640.3	96038.2
113273.3	50004.7	49890.8
43035.3	19498.0	18592.6
94669.5	41415.2	40958.5
76589.1	33618.9	33639.8
34964.0	15068.9	15816.0
35271.9	15987.8	15518.4
36020.5	16168.9	15414.2
53218.9	22815.6	23532.2
39986.7	16814.3	18703.7
38728.6	17059.3	16926.9
11940.2	5457.7	5341.3
8791.8	3583.2	4052.0
14929.0	6165.1	6965.2
59455.2	28492.2	24268.0
12841.7	5801.8	5494.6
168943.8	74160.3	74619.7
65510.8	28023.1	29441.7
21402.9	8459.9	10057.2
48867.0	20743.9	22044.3
31324.7	15084.6	12163.5
55663.3	24316.3	25151.9
9301.0	3858.3	4071.6
39541.6	18142.1	16996.5
16813.4	7179.4	7775.6
20478.2	8559.5	9329.5
42223.5	19100.8	19030.2
97815.5	43842.1	42784.8
102044.9	45826.9	44943.6
77438.8	33453.1	35249.0
42181.9	18541.0	19315.6
7592.6	3618.2	3411.1
11590.0	4062.0	5902.2
107432.1	47901.2	46194.3
74746.8	33671.7	31770.4
38199.2	16318.7	17427.9
71975.7	30742.7	30783.0
11942.3	5696.0	5099.4
51386.0	21190.6	23252.8
15851.3	6681.0	7205.1
19317.0	9282.1	8422.9
20856.1	9218.3	8572.6
13821.4	6008.3	5667.4
39542.9	17093.7	17622.5
59477.9	26331.4	26626.9
24844.6	11775.8	10603.8
6113.0	2798.6	3291.5
38642.4	17797.1	16795.6
41280.8	17783.0	18928.4
30130.9	13237.4	12927.6
63046.7	27944.1	27866.1
152871.3	66256.2	68281.1
24624.6	11648.2	9605.6
17560.8	7838.4	7383.7
60374.9	27446.3	25830.9
26910.8	11817.8	11522.6
76272.3	34530.8	33010.4
19245.3	8899.4	7772.0
5763.3	2446.9	2387.1
44750.3	21131.2	18865.8
18217.7	7489.0	7948.2
5875.4	2472.4	2713.7
26018.5	11987.6	11115.8
47145.2	20382.4	20804.0
5231.1	2548.9	2668.8
24772.4	11065.1	10952.2
55223.5	25017.3	24318.9
17245.9	8492.6	6622.6
72539.8	31538.7	32081.8
63154.5	26963.7	28410.3
83863.9	37136.1	35787.9
113929.0	48555.2	50287.8
17730.0	8319.3	7534.2
41823.6	17961.5	18503.9
58884.9	25931.1	26811.0
34762.9	15385.5	15257.6
17554.8	8012.8	7069.1
5678.8	2619.1	2353.2
38957.6	18096.4	16892.1
6069.0	3102.8	2393.9
23262.1	11286.3	9376.5
19585.7	8534.7	8707.6
7176.1	3133.2	3024.8
75571.4	33404.1	33653.5
62720.0	27501.9	27354.6
42617.2	18991.7	18871.8
36848.1	16448.2	15961.4
32516.8	14445.9	13770.1
6136.0	2930.7	3011.4
32920.6	15460.0	13891.7
73928.2	30870.0	33710.2
23404.2	10509.1	9483.9
31683.0	13979.1	13329.0
83558.5	37251.5	37579.6
5615.1	2388.5	2446.8
72543.9	31740.9	31524.3
12542.7	5685.3	5457.2
23712.0	10315.3	10382.6
129946.4	56562.4	57629.3
65430.8	28813.4	29274.7
290674.7	128861.3	128445.9
93990.3	41354.6	40475.5
5690.0	2977.2	2663.6
51008.1	22266.3	22990.5
5661.1	2720.0	2656.5
66957.5	28511.9	30870.4
31592.3	15080.9	13275.6
31831.0	14021.3	14189.4
26346.7	12044.9	10920.9
25842.3	11539.7	11264.7
32121.9	14357.7	13432.1
111066.6	49534.5	48566.7
29015.6	12726.7	12935.6
54720.8	23845.6	24408.8
61372.9	26303.4	26986.8
21252.3	9048.2	9570.2
9352.8	4124.7	4116.0
219064.4	98995.8	93066.4
190096.1	82909.5	84043.2
56155.8	23260.4	25687.0
37552.3	17370.9	15937.4
31866.4	14460.1	13844.4
170638.2	74517.3	75418.1
22392.5	10220.7	9426.7
13572.4	6448.1	5689.9
20942.8	9259.8	9533.2
7834.8	3483.2	3299.9
32288.6	15022.6	13467.4
6750.7	2695.1	3360.0
45041.1	18909.9	20491.1
99989.1	44352.5	42830.7
18590.0	8990.2	7358.7
15027.8	7159.7	6008.0
25536.7	11037.2	11434.3
98219.0	43044.6	42878.7
178978.5	79863.1	77677.3
11825.7	5284.1	5177.7
50898.5	21693.7	22841.5
46936.9	19826.5	21489.7
54445.6	23137.6	25018.8
38789.1	16411.2	17655.1
19809.7	7847.4	9550.9
148510.8	65558.8	64528.2
6889.6	2938.6	3003.9
52393.1	22941.7	23255.6
5056.7	2032.0	2237.8
66626.4	28628.2	30914.4
44236.4	18559.2	20188.6
35872.8	16481.3	15283.7
106637.2	46359.8	46524.5
5238.8	2374.7	1952.9
37204.0	16354.3	16236.5
46813.3	19901.2	21675.6
186008.9	84853.7	80715.2
6766.5	2604.1	3368.8
28338.0	12543.9	12643.7
15769.4	6304.2	7614.8
21358.2	10635.6	8570.8
34388.8	15026.0	14982.2
57171.6	25924.6	24301.2
151417.8	67453.4	67142.6
73287.0	32370.1	30916.6
35760.1	14934.6	16053.3
20931.5	9217.6	9298.3
49067.3	21890.7	21404.6
102325.2	43112.4	46439.1
84083.1	37194.1	36649.4
88263.8	38762.7	39541.3
33995.7	15487.7	14549.9
53507.9	23764.2	22100.8
32804.2	14692.7	14604.0
58794.3	26783.1	25161.4
25226.6	10490.8	11784.6
37684.0	16466.1	16504.2
19865.3	7861.1	9435.5
59283.5	26803.4	26341.6
86213.6	38264.4	38405.6
120818.5	54120.3	51196.0
153211.4	64797.7	69141.1
17450.6	8112.5	7108.0
9079.3	4181.4	3948.0
68740.9	28525.5	30561.3
53023.9	23137.0	22633.0
58964.2	25090.5	26434.9
18622.6	8396.3	7792.6
90407.3	39611.6	39222.6
38764.3	17276.3	15941.4
19472.7	9114.1	7012.2
54105.6	23902.1	23271.4
51356.8	22845.1	22933.5
8591.3	3511.2	3939.6
26804.7	11466.5	12287.9
133986.5	57810.1	60762.6
23363.1	9986.0	10591.8
11884.3	4383.3	5664.2
92369.5	39357.4	41290.3
14666.5	6536.5	6951.5
9041.4	3899.0	3964.9
10661.1	4702.7	4679.7
21198.3	9402.9	9414.3
19279.6	8111.4	8865.0
49187.6	22073.8	21984.8
19439.8	9043.5	7991.1
58854.3	26074.7	25188.2
95439.9	41141.1	43316.2
81642.6	36134.7	36570.7
14853.2	6871.8	6130.7
52116.8	23144.2	22905.1
27864.4	13074.9	11300.7
14918.5	7132.0	6093.0
10203.8	4794.3	4050.3
43000.8	19150.6	18601.7
77401.1	33742.6	34426.7
58729.2	25798.0	25412.0
153984.0	66817.1	69368.0
17336.6	7565.5	7673.6
129808.2	59290.2	54520.6
6119.2	2919.4	2485.6
33089.7	14770.9	14327.2
14493.3	6780.3	6544.3
83447.1	37055.7	37561.4
14606.3	6312.2	6881.7
8758.5	4040.2	3739.6
12395.3	5157.8	5445.1
174947.4	79020.6	76113.8
10970.7	4646.5	4641.5
79006.3	34837.5	35238.2
23052.7	10440.4	10165.8
4899.9	2715.0	1926.1
83273.3	35650.8	37237.6
57890.6	26541.3	24281.6
35184.2	15421.4	15175.1
68970.0	30109.4	30831.5
141944.6	62481.9	62361.0
63966.6	28836.8	27192.6
27460.0	11561.4	13137.2
77928.8	34734.4	33774.1
26610.7	10938.1	11776.5
63990.1	28334.3	28573.8
37246.9	16356.0	15886.9
17480.4	6861.3	8073.8
28245.1	11870.5	12451.6
39122.8	17191.3	17449.3
51040.5	24164.2	20457.7
45282.2	21134.2	19010.7
28168.8	12764.8	11813.0
5480.6	2483.6	2327.4
37022.5	16437.0	16640.2
7088.7	3194.0	2673.8
10356.6	4624.3	4397.8
21457.7	9780.7	9366.3
14147.7	6668.4	5376.0
42375.6	17988.1	20516.7
25894.6	11791.2	11089.6
79407.0	34667.3	35278.7
32587.8	15905.1	12521.3
49588.6	20761.1	22180.6
141599.7	63262.2	60786.1
23022.5	9995.1	10660.9
6707.6	2136.5	3417.9
25839.1	12043.5	11229.9
10031.3	3606.1	5196.9
60434.1	24172.0	26918.3
96172.6	41843.8	42717.4
64703.0	28419.7	28082.2
65910.6	28972.9	30679.2
16313.9	6868.5	7474.2
108578.3	46730.4	50299.5
10582.8	5168.0	3922.5
48815.8	21524.1	21477.0
7845.1	3699.7	3255.4
22530.2	9398.4	10760.5
58128.1	26595.0	25458.8
21829.2	9281.7	9598.4
53214.0	23724.5	23521.7
17025.6	6694.6	7633.4
10516.7	4725.0	5018.0
182460.4	79363.8	81133.5
15477.9	6278.3	7336.0
86085.9	37440.9	39269.1
15522.0	6742.7	6989.8
8773.5	4094.4	3833.0
91754.5	39910.0	41744.6
61667.6	27635.8	27033.4
55029.6	24512.0	24171.7
18728.0	8614.7	7599.8
41404.0	18179.0	18489.4
55087.2	22719.0	23721.9
45015.8	19618.7	19563.0
49321.5	22460.7	21202.1
13038.7	5376.1	6018.5
111334.3	48043.4	49243.5
30030.5	13187.7	13143.7
8827.2	4366.7	3658.2
10467.6	4623.6	4501.4
177926.4	80528.3	75568.0
46402.4	22017.9	19451.6
139848.4	60905.2	61584.8
19940.0	8795.3	9303.6
8399.4	3599.5	3997.0
12288.2	5394.0	5502.5
66383.6	30348.0	28032.5
52066.4	23328.2	22729.8
34916.5	16127.5	14356.6
11644.6	5110.7	5184.2
30631.6	14054.1	13844.8
